"set",".sample","x","y","group"
7,"1",0.332871899250177,0.999394590401731,1
7,"1",0.0635980203111149,0.923564484806246,1
7,"1",-1.46057783930526,-0.825720005059949,2
7,"1",0.221710103380455,0.379814553722483,1
7,"1",-1.33278122893954,-0.883171798964273,2
7,"1",-1.22830284889239,-0.584268881506373,2
7,"1",-1.16233449936146,-1.42493635653893,2
7,"1",-1.09862063587045,-1.03028594104018,2
7,"1",-0.879059393376066,-1.1685417281193,2
7,"1",-0.0648565440928271,0.541330377925492,1
7,"1",0.566711309662269,0.79799097186222,1
7,"1",1.8912144281219,0.476609752915227,3
7,"1",0.352395854122854,1.03623608715297,1
7,"1",-1.21866619959595,-1.28244670165989,2
7,"1",1.33545495297163,0.155069166439618,3
7,"1",0.24696251817923,0.886924767590128,1
7,"1",-0.406448836987692,-1.01929162715081,2
7,"1",-0.306371362109717,-1.30904155588574,2
7,"1",0.326611522732343,1.30319386379347,3
7,"1",0.539255060766439,0.621448690344607,1
7,"1",-1.28082951946931,-1.38994422507436,2
7,"1",0.787695528229406,0.481215810173514,1
7,"1",0.0543426927160035,-0.367721097207305,2
7,"1",-0.539381171453833,0.682475436038865,1
7,"1",-0.894040599943664,-0.613337077298454,2
7,"1",0.290577855331279,0.769927979714026,1
7,"1",-1.2445416274786,-1.05137352178623,2
7,"1",-0.959892192381115,-1.25379443818699,2
7,"1",1.18292233287922,0.249201674721247,3
7,"1",-1.14142658927276,-1.08391475660882,2
7,"1",0.679557026467977,1.63424301023716,3
7,"1",0.430333005945553,0.942261078125131,1
7,"1",0.843353289605075,1.17118005794135,3
7,"1",-1.14186162038544,-1.28682764389613,2
7,"1",1.41284536421592,-0.0140243735318228,3
7,"1",1.07121819667149,1.26354869938597,3
7,"1",-0.753640266323543,-0.733974449539965,2
7,"1",-0.946662875193829,-1.11409472832275,2
7,"1",-0.261340212075328,-0.865276299289102,2
7,"1",-0.912703709155355,-1.24638812514429,2
7,"1",1.43076175504576,1.19866497879488,3
7,"1",1.53118052317236,1.59571022987033,3
7,"1",0.222314962886695,0.336404211406476,1
7,"1",1.68211471248416,1.01997768426155,3
7,"1",1.73833685651483,1.081987174187,3
7,"2",-1.66719929600373,-2.1084371838421,1
7,"2",-1.58410390299943,-1.9460265355741,1
7,"2",-1.5251668503863,-0.879431157228175,1
7,"2",-1.40465209771365,-0.749679953177103,1
7,"2",1.21218834623935,-0.0976661938880428,2
7,"2",-1.30477826481206,-0.88469775699647,1
7,"2",-1.22875454620101,-1.37628604315114,1
7,"2",-1.14365775827016,-1.49580340693571,1
7,"2",1.55060692063619,-0.101576432278072,2
7,"2",1.07698333629578,0.146480292451409,2
7,"2",-0.938410280681793,-1.29531568216008,1
7,"2",0.672882589789249,0.927432528111607,3
7,"2",-1.07565955462202,-1.16359132577044,1
7,"2",1.42514780692119,-0.696009873271546,2
7,"2",-0.617771041240371,-0.365396416865306,2
7,"2",-0.554814591849008,-0.148651604566055,2
7,"2",1.04060286912125,-0.446139444156581,2
7,"2",-0.391949491297622,-0.50713643095862,2
7,"2",-0.227661140816312,0.901594533340977,3
7,"2",1.07858567125621,-0.609470492176849,2
7,"2",-0.172166124882005,0.10781691850372,2
7,"2",-0.111288289504004,1.03124255271062,3
7,"2",-0.0342317997917176,0.0304303872666222,2
7,"2",-0.067662394841719,1.09396644697157,3
7,"2",0.117292012020751,-0.230005368205352,2
7,"2",0.197014661918316,0.153460418843652,2
7,"2",0.251292920873361,0.49297861780514,3
7,"2",0.0808662523810992,1.10894504219975,3
7,"2",0.399572555463212,0.396146193136702,3
7,"2",-0.150429360413313,0.983214878920195,3
7,"2",0.558865636411045,0.53724281347023,3
7,"2",0.619039207198342,1.53047342390452,3
7,"2",-1.57774750275953,-0.746383869148599,1
7,"2",-1.27511790420216,-1.49669925660356,1
7,"2",0.846719190455138,0.396360289885143,3
7,"2",0.267776390072534,1.2018917852782,3
7,"2",1.00825406834013,1.15402487250995,3
7,"2",1.08340197809618,1.16867699252679,3
7,"2",1.14324158018003,1.18047717928768,3
7,"2",-1.15589202986242,-1.04790281508225,1
7,"2",1.31133503596377,1.05278527513256,3
7,"2",1.36627773746962,1.36864224608511,3
7,"2",0.0518773199964117,1.17292417346604,3
7,"2",1.53383096174589,1.06281245718074,3
7,"2",-0.684540825694715,-0.807713076952783,2
7,"3",0.708203282211385,0.606534327784944,1
7,"3",-1.61629319130683,-2.40401883959387,2
7,"3",0.924324525188025,0.332612058345337,1
7,"3",-1.46645333054834,-0.543327887694482,2
7,"3",-0.519197182360805,0.956922502316567,3
7,"3",-1.32493116356268,-0.704557968047176,2
7,"3",-1.24032759353564,-0.829988836706533,2
7,"3",-1.66753993016357,-1.91656382066996,2
7,"3",-0.130211603159582,1.81417917448013,3
7,"3",-0.996021773226467,-1.60082099709335,2
7,"3",-0.906159585066507,-0.31317462923279,2
7,"3",0.628214812268472,-0.220279016931434,1
7,"3",-0.135962079940692,1.02540884773471,3
7,"3",-0.682894655299499,-1.10599583859971,2
7,"3",0.602432545555044,-0.496774560937634,1
7,"3",-2.21995359218075,-1.74133275146463,2
7,"3",-0.455220182853341,0.279661825864436,3
7,"3",-0.350396980139819,-0.731262512994454,2
7,"3",0.337976187694636,-0.507769468816283,1
7,"3",-0.188878424142738,-0.121735089377026,3
7,"3",1.20138769350766,0.401455763548542,1
7,"3",0.724462940714108,0.206954899849196,1
7,"3",-1.77867805446537,-1.64696610613377,2
7,"3",0.0978195385869196,0.0943089093925706,3
7,"3",-1.92947791312872,-1.70019738194134,2
7,"3",0.877309459753094,-0.347118786253114,1
7,"3",0.268713769511532,1.96192484857734,3
7,"3",1.16790077400969,0.129575766369605,1
7,"3",-0.421664841989548,1.08012991411865,3
7,"3",0.598376342786093,0.996592779217297,1
7,"3",0.68236474847103,0.536091058960682,1
7,"3",0.735805416503977,1.19065088718664,1
7,"3",0.830102810672864,0.249895272048002,1
7,"3",0.903142014160294,1.29899438307366,1
7,"3",0.993165272641298,0.343163216824511,1
7,"3",1.05901328706149,0.425829158475408,1
7,"3",1.14716548148955,0.091730989326886,1
7,"3",-0.853082732884467,0.496620949100841,3
7,"3",0.0840443921542133,1.17036132139367,3
7,"3",-0.237016614759125,0.187280549050151,3
7,"3",1.45240240848022,1.1356207664303,1
7,"3",0.87876412930191,0.123580837511645,1
7,"3",0.380624487967891,0.275534791463337,3
7,"3",0.990878365728766,0.184915078058708,1
7,"3",0.845766738294317,-0.664646384016223,1
7,"4",0.692165003696349,0.917617084822132,1
7,"4",-1.52776694779532,-1.34556492349082,2
7,"4",0.815064238820204,1.21242589825426,1
7,"4",-1.37337013544102,-1.98943710573708,2
7,"4",-0.00876852731477611,-1.76397776827356,2
7,"4",-1.17489523153348,-0.345445382447759,2
7,"4",-1.38598816705672,-0.0969279110115614,2
7,"4",0.628788295179842,1.04066125881719,1
7,"4",-0.98253726219891,-1.15235569733308,2
7,"4",-0.933377109428318,-1.38291608276753,2
7,"4",-0.84288516582814,-0.746740205571236,2
7,"4",-0.767417054533982,-1.12317380489475,2
7,"4",-1.13996687225231,-0.727507896350489,2
7,"4",0.99326828496755,1.06082792975519,1
7,"4",-0.544201199030588,-0.506472748770728,3
7,"4",-0.477570732967428,-0.420192252886562,3
7,"4",-0.387417421041136,-0.498776467495559,3
7,"4",-0.641352514875017,-1.21039441853204,2
7,"4",-0.348121982382069,-1.11568028251587,2
7,"4",-1.30217919446422,-0.108956078722597,2
7,"4",-0.107732698942752,-0.311750169174984,3
7,"4",-0.0375869781958041,-0.0382888365216606,3
7,"4",0.0460960148938751,0.575191530592408,3
7,"4",0.105348585645196,-0.62131429485317,3
7,"4",-0.493868538940744,-1.75886890298474,2
7,"4",0.275378246088371,0.449864476676032,3
7,"4",1.24302665479431,0.946987969263368,1
7,"4",0.426011886568025,0.339175595539111,3
7,"4",0.98318356422628,0.675234226398659,1
7,"4",1.10940994878861,0.719273531486164,1
7,"4",0.632596583198454,0.473739745255698,3
7,"4",0.611045967470302,0.801751655436536,1
7,"4",0.789735380000214,0.823380744442538,1
7,"4",1.15804590812564,0.969082415663273,1
7,"4",-1.91971832060094,-0.135167501406206,2
7,"4",-1.08900480042445,-0.330627119036524,2
7,"4",-0.674274090348478,0.387852845149411,3
7,"4",-1.17178276272262,-0.249572089732718,2
7,"4",0.0571449377535594,-1.22872661901526,2
7,"4",1.29922872060162,1.49563837417961,1
7,"4",1.38292763112076,1.98849378751325,1
7,"4",1.43964664925946,1.281513187451,1
7,"4",1.38390392286124,0.80505317784542,1
7,"4",1.59035391371448,0.970908366061924,1
7,"4",1.66941337054488,1.27416075892332,1
7,"5",0.997204128666775,0.911644133660516,1
7,"5",-0.519948813025736,-1.2522447853522,2
7,"5",-1.80598929781816,-1.40280559416547,2
7,"5",-1.51617031504044,-0.193578991494003,2
7,"5",-1.62964541013095,-1.19803851309843,2
7,"5",-1.55544842266833,-1.94086094498732,2
7,"5",-1.45918890474105,-1.73724643311976,2
7,"5",0.883036533075546,0.75536815128214,1
7,"5",-0.68321042993163,-1.21446810509533,2
7,"5",-1.23427333432045,-1.33791171417674,2
7,"5",0.661437919255689,0.700108347620578,1
7,"5",-1.07128800593855,-0.629904222241495,2
7,"5",0.334164788793505,1.18696138991052,1
7,"5",-2.14421521522319,-0.468862219073409,2
7,"5",-0.824282049154906,-0.415360516583404,2
7,"5",1.12577837107913,0.467399420611939,1
7,"5",0.934936831771249,1.28503479832882,1
