"set",".sample","x","y","group"
6,"1",1.02587000033432,0.310498335725378,1
6,"1",-0.963261353282392,-1.4377544041647,2
6,"1",-1.21601467868081,-1.73985341672839,2
6,"1",0.560098342337334,-0.602271646779004,3
6,"1",1.03962375574725,0.268605043923726,1
6,"1",-0.958868425349218,1.43985029959408,1
6,"1",-1.37887922759389,-0.768165204670161,2
6,"1",-0.367164466916842,1.34771979034111,1
6,"1",-1.51330531701631,-1.51846036341484,2
6,"1",0.253537552494977,-0.433820402642095,3
6,"1",-1.04196810993807,-0.529120681873294,2
6,"1",-0.647781507086554,0.913649481406226,1
6,"1",-0.909694879151574,-1.22289751598158,2
6,"1",-0.539280926942488,1.2698524405487,1
6,"1",-0.735895541059388,-0.311397235820677,2
6,"1",-0.652097345835355,-0.590513759111026,2
6,"1",-0.571879177586746,-0.686380322219433,2
6,"1",-0.494319438544261,-0.444645414157435,2
6,"1",-0.415932031214379,-0.643440228230026,2
6,"1",-0.349187401510679,-1.1316713656584,2
6,"1",1.26855440777897,-0.366375472110893,3
6,"1",0.409391193429635,-0.205594764918998,3
6,"1",-0.0942703849875128,0.200155065466671,3
6,"1",-1.46861965371122,-1.34486196998606,2
6,"1",-0.750229912036979,1.14647873170965,1
6,"1",-0.426501711702864,0.636946670334249,1
6,"1",0.213661839968766,0.43897539320159,3
6,"1",1.05038859986818,-1.11941456068216,3
6,"1",0.369024583345019,-0.299886538493907,3
6,"1",0.478835003592954,0.45901540344838,3
6,"1",0.559059478891041,-0.0964952222478633,3
6,"1",0.622084608097927,-0.429806304376522,3
6,"1",1.07813900666647,-0.623047189396383,3
6,"1",-2.43485188582918,-1.96027057319953,2
6,"1",-0.715420813423019,0.56208191535589,1
6,"1",0.94681246727684,0.838191583595787,1
6,"1",1.01085812478293,1.65442766167565,1
6,"1",-0.114261526585968,1.1876290367479,1
6,"1",1.19697715039983,1.18427267627381,1
6,"1",1.27508936994067,1.10227399390773,1
6,"1",1.35574379220194,1.12078036250015,1
6,"1",-0.707304803852729,-1.09965784267106,2
6,"1",1.49627088380001,1.00163362705865,1
6,"1",1.57964365072469,1.35614453204516,1
6,"1",1.67732670815867,1.16662035467395,1
6,"2",-1.41459078282033,-1.41378348136473,1
6,"2",-1.34476768409386,-1.05605228178947,1
6,"2",-1.25074012196304,-0.595217197269351,1
6,"2",-1.19892044800138,-0.81421467122761,1
6,"2",1.22095754894557,-0.0427485001023018,2
6,"2",-1.04308236261976,-1.07582148696942,1
6,"2",-0.961834171936946,-1.22396557114003,1
6,"2",-0.886250884892269,-1.68991202948661,1
6,"2",-0.792708960374182,-1.11715152864497,1
6,"2",-0.168451297114826,0.849070760792156,2
6,"2",-0.631171673140457,0.0833791752485546,3
6,"2",-0.556517972505406,-0.49114855992989,3
6,"2",-0.480210850690226,-0.257189664397463,3
6,"2",-0.937548846092271,-0.852589289555178,1
6,"2",-0.325649303207586,-0.258092222186364,3
6,"2",-0.251610749632955,0.145152542830035,3
6,"2",-0.182929486898157,-0.0860277954019244,3
6,"2",-0.59325306503161,-0.864557962360374,3
6,"2",-0.012740202253262,-0.647300675863185,3
6,"2",-1.39892594738204,-0.896049322334105,1
6,"2",1.28212121730523,0.315981068744371,2
6,"2",0.220637704882262,0.618978948808749,2
6,"2",0.286681973447499,0.788927235550394,2
6,"2",0.364740397950227,0.104217740669998,3
6,"2",0.536233068624416,1.46053556015799,2
6,"2",0.537902993212609,1.06473622696618,2
6,"2",0.483668806710887,1.71697927745262,2
6,"2",-0.931591625621791,-1.5047882037303,1
6,"2",-1.10892739743614,-0.600296535306508,1
6,"2",0.83378587697171,0.978053435830685,2
6,"2",-1.04202020926859,-1.03812142514917,1
6,"2",-0.883959249003591,-1.05985015708408,1
6,"2",1.06783547988181,0.667866367105255,2
6,"2",1.1673095931825,1.16532391891142,2
6,"2",1.22553906513793,0.99997538712462,2
6,"2",1.31484515846383,0.477668068106667,2
6,"2",0.723488805836854,1.61115282885401,2
6,"2",1.72850341000508,0.271149726469514,2
6,"2",1.53480752503529,1.40264922259614,2
6,"2",1.63983391749076,1.59634131053336,2
6,"2",-0.469413309478537,-0.678437386001906,3
6,"2",1.37817192018692,-0.162983615062446,2
6,"2",-0.593605955143167,-0.88485418736048,3
6,"2",1.94221300050787,1.81392800105891,2
6,"2",-0.0278549071768754,1.17908694590624,2
6,"3",-0.791540736658315,-1.27048688313346,1
6,"3",-1.47623739290013,-0.795281650671365,2
6,"3",-1.3909982469259,-1.77296789460436,1
6,"3",0.327954476489122,-0.560231128980935,3
6,"3",-0.482200844936268,0.588351104172659,3
6,"3",-1.80556878326146,-0.113147455414227,2
6,"3",-1.10832118568959,-1.52890672172793,1
6,"3",-1.04557500921483,-1.0419470308445,1
6,"3",-0.982728713492685,-1.28191363316672,1
6,"3",-0.856752577793303,0.0769029583413792,2
6,"3",0.342252786202498,-1.56660258609301,1
6,"3",0.963604299053845,1.64512239578281,3
6,"3",-0.683845722996055,-1.03412725683079,1
6,"3",-0.618195296739991,-0.72419848861907,1
6,"3",1.20493471292387,1.26492913274775,3
6,"3",-1.08305837206917,0.009255051461113,2
6,"3",-0.411868148881224,-0.773349569991934,1
6,"3",0.279151648271546,-0.491753775841917,3
6,"3",-0.268243715786475,-1.32202764460644,1
6,"3",-1.35025929073075,-0.261763833711108,2
6,"3",0.456893526539521,0.436773220873497,3
6,"3",-1.13308649275292,0.111452932034548,2
6,"3",1.26607102101936,1.13728865299627,3
6,"3",-1.17052884887661,0.0667140387492238,2
6,"3",0.159012403940664,-0.152118119442776,3
6,"3",1.05006607286118,0.810606198075835,3
6,"3",1.65243320015642,1.40199555484242,3
6,"3",-0.839950386719514,-0.502078957690831,2
6,"3",1.43723811344314,1.75350281866079,3
6,"3",0.368042891646237,-1.42115360624726,1
6,"3",0.597628632166262,0.4870872033929,3
6,"3",0.867751472219479,0.875480552637174,3
6,"3",-0.100335055432488,-1.4950117791964,1
6,"3",0.829304909481005,0.904841887077105,3
6,"3",-0.91763235566081,-0.205464198240771,2
6,"3",0.974207054440916,0.150291218974096,3
6,"3",1.03779970894026,1.25767488008968,3
6,"3",1.10804515760543,1.2107480106988,3
6,"3",1.17574204675635,1.04251439152666,3
6,"3",1.24829023444229,1.20921008977136,3
6,"3",1.32993891617593,1.1364405642091,3
6,"3",-0.214937302106364,-0.133170957493857,3
6,"3",1.45221317055278,1.1232373845131,3
6,"3",-0.707177892134598,-0.265336516212143,2
6,"3",-0.689534083568673,0.0126194471335425,2
6,"4",0.554818867636931,-0.242177728494761,1
6,"4",-0.893339684413268,1.39239598649993,2
6,"4",0.624536485185892,0.195489448692948,1
6,"4",-1.54168615336215,-1.15031086018816,3
6,"4",-1.45606701233496,-1.14986587342839,3
6,"4",1.44191292432472,0.0618060947243485,1
6,"4",-1.28998621640705,-0.48263315104926,3
6,"4",-1.23687985259019,-0.93007201786495,3
6,"4",0.972187068309726,-0.548893870939269,1
6,"4",-1.81816507415263,-1.82912406648605,3
6,"4",-0.645418854741589,1.24819050346107,2
6,"4",-0.917469907580958,-1.01956861603659,3
6,"4",1.21095786009642,-0.442197724019994,1
6,"4",0.833646797898879,-0.408425298530729,1
6,"4",-0.687875668656887,-0.704891989333969,3
6,"4",-0.617868960586622,-0.949201791670321,3
6,"4",1.19434924589271,-0.0615321312691586,1
6,"4",-0.45937381896212,-0.825687254319311,3
