x	y	label	showSelected
0.481147884373691	0.954545454545454	Max Precip at: PINELAND	2015-01-01
0.481147884373691	0.954545454545454	Max Precip at: KILGORE 2.5 NNE	2015-01-08
0.481147884373691	0.954545454545454	Max Precip at: NEW BRAUNFELS 10.4 NW	2015-01-15
0.481147884373691	0.954545454545454	Max Precip at: WEST COLUMBIA 1 ESE	2015-01-22
0.481147884373691	0.954545454545454	Max Precip at: CELINA 7.3 NE	2015-01-29
0.481147884373691	0.954545454545454	Max Precip at: PITTSBURG 5 SSE	2015-02-05
0.481147884373691	0.954545454545454	Max Precip at: PITTSBURG 5 SSE	2015-02-12
0.481147884373691	0.954545454545454	Max Precip at: MAUD	2015-02-19
0.481147884373691	0.954545454545454	Max Precip at: DIANA 2 W	2015-02-26
0.481147884373691	0.954545454545454	Max Precip at: BRENHAM	2015-03-05
0.481147884373691	0.954545454545454	Max Precip at: HEBBRONVILLE 13.6 E	2015-03-12
0.481147884373691	0.954545454545454	Max Precip at: PORT ARTHUR SE TX AIRPORT	2015-03-19
0.481147884373691	0.954545454545454	Max Precip at: CALDWELL	2015-03-26
0.481147884373691	0.954545454545454	Max Precip at: ST. HEDWIG 4.9 S	2015-04-02
0.481147884373691	0.954545454545454	Max Precip at: TEXAS CITY 1.5 E	2015-04-09
0.481147884373691	0.954545454545454	Max Precip at: MONT BELVIEU 1.5 NNW	2015-04-16
0.481147884373691	0.954545454545454	Max Precip at: CLEBURNE 5.8 E	2015-04-23
0.481147884373691	0.954545454545454	Max Precip at: TAHOKA	2015-04-30
0.481147884373691	0.954545454545454	Max Precip at: HALLSVILLE 5.5 N	2015-05-07
0.481147884373691	0.954545454545454	Max Precip at: JOURDANTON 0.6 NW	2015-05-14
0.481147884373691	0.954545454545454	Max Precip at: BLANCO 5.5 E	2015-05-21
0.481147884373691	0.954545454545454	Max Precip at: GAINESVILLE 5 ENE	2015-05-28
0.481147884373691	0.954545454545454	Max Precip at: GRANBURY	2015-06-04
0.481147884373691	0.954545454545454	Max Precip at: GANADO 1.5 W	2015-06-11
0.481147884373691	0.954545454545454	Max Precip at: POTTSBORO 0.8 NW	2015-06-18
0.481147884373691	0.954545454545454	Max Precip at: HOUSTON INTERCONTINENTAL AIRPORT	2015-06-25
0.481147884373691	0.954545454545454	Max Precip at: BRADY 8.1 NNE	2015-07-02
0.481147884373691	0.954545454545454	Max Precip at: COMANCHE 12.2 NW	2015-07-09
0.481147884373691	0.954545454545454	Max Precip at: ALLISON	2015-07-16
0.481147884373691	0.954545454545454	Max Precip at: STRATFORD	2015-07-23
0.481147884373691	0.954545454545454	Max Precip at: SPEAKS 2	2015-07-30
