fill	x	y	tooltip
#A0D3FF	0.683816522286173	0.0464934872937747	BROWNSVILLE 6.4 SE
#9CD2FF	0.693234362389218	0.054637536021213	BROWNSVILLE 12.6 E
#69BAFF	0.61710912985042	0.0749422271416637	MISSION 4.3 WSW
#A7D7FF	0.633998918094041	0.0662438714327768	SANTA ANA NWR
#81C5FF	0.65980103002341	0.0745243649556486	HARLINGEN 4.7 WSW
#A2D4FF	0.679772390947808	0.0656639810521844	LOS FRESNOS 0.3 NE
#BBE0FF	0.692458775557202	0.0680176537734126	LAGUNA VISTA 0.3 N TX 
#9BD1FF	0.583128731772744	0.0908636292088124	RIO GRANDE CITY 2.8 W
#83C6FF	0.587269811465112	0.0912303245965401	RIO GRANDE CITY
#82C6FF	0.611700796673597	0.0938824703077793	LA JOYA 11.1 N
#96CFFF	0.632572392313727	0.0845104184214394	EDINBURG
#96CFFF	0.657855138060943	0.0976347021822011	RAYMONDVILLE 2.0 SSW
#FFFFFF	0.679592344004661	0.0875718985189789	RIO HONDO 9.4 NE
#B6DEFF	0.583177205949745	0.108098312432009	RIO GRANDE CITY 13.8 NNW
#8CCBFF	0.635148448577206	0.107271115859693	SAN MANUEL
#8ECBFF	0.658485302361956	0.119372063654704	RAYMONDVILLE
#A3D5FF	0.683200207750018	0.106657114280243	PORT MANSFIELD
#BBE0FF	0.575559835278165	0.146643967141979	ESCOBAS
#60B3F8	0.635148448577206	0.155905157632029	FALFURRIAS
#A2D4FF	0.549231432284213	0.171306363916587	EL CENIZO 8.8 E
#7FC4FF	0.59656300368444	0.171604836906598	HEBBRONVILLE
#6FBDFF	0.611278378845446	0.173387147046948	HEBBRONVILLE 13.6 E
#7BC3FF	0.655694574743186	0.180303192615485	KINGSVILLE 6.5 SSE
#82C6FF	0.692181780260054	0.182460725943278	PADRE ISLAND NATIONAL SEASHORE
#64B8FF	0.539723568709596	0.192830530396225	LAREDO 2
#63B8FF	0.571301032584509	0.202057609687417	FREER 29.5 WSW
#92CDFF	0.614664646353085	0.195269481114599	BENAVIDES 2
#6CBCFF	0.631879904070855	0.194476395741142	ALICE 13.1 SSW
#91CDFF	0.657965936179802	0.194348478745423	BISHOP 0.4 ENE
