fill	x	y	tooltip
#A0D4FF	0.683816522286173	0.0464469801015264	BROWNSVILLE 6.4 SE
#CDE8FF	0.693234362389218	0.0542264686336359	BROWNSVILLE 12.6 E
#C7E5FF	0.623528495861832	0.0765955529364339	MISSION 1.9 ENE
#D5ECFF	0.633998918094041	0.0653132580495528	SANTA ANA NWR
#B8DEFF	0.65980103002341	0.0732230835623049	HARLINGEN 4.7 WSW
#B4DCFF	0.679772390947808	0.0647593258818216	LOS FRESNOS 0.3 NE
#A2D4FF	0.692458775557202	0.0670076387979076	LAGUNA VISTA 0.3 N TX 
#FFFFFF	0.583128731772744	0.0888309369942644	RIO GRANDE CITY 2.8 W
#E2F1FF	0.587269811465112	0.0891812176297416	RIO GRANDE CITY
#E1F1FF	0.611700796673597	0.0917146426909837	LA JOYA 11.1 N
#CDE8FF	0.632572392313727	0.0827621213330903	EDINBURG
#D4EBFF	0.652384480942263	0.0801146514137859	SANTA ROSA 3 WNW
#AEDAFF	0.679592344004661	0.0856865573362601	RIO HONDO 9.4 NE
#F1F8FF	0.583177205949745	0.105294126861692	RIO GRANDE CITY 13.8 NNW
#B5DDFF	0.635148448577206	0.104503958916546	SAN MANUEL
#C4E4FF	0.658485302361956	0.116063219887292	RAYMONDVILLE
#CFE9FF	0.683200207750018	0.103917442503653	PORT MANSFIELD
#FFFFFF	0.575559835278165	0.142114323893246	ESCOBAS
#DFF0FF	0.635148448577206	0.150960946454367	FALFURRIAS
#EDF7FF	0.54093542313462	0.169452505583046	EL CENIZO 2.5 NNE JUAREZ LINC
#D5ECFF	0.549231432284213	0.165672733144408	EL CENIZO 8.8 E
#DCEFFF	0.585600914799793	0.175716826715184	BRUNI
#E4F2FF	0.611278378845446	0.167660372099209	HEBBRONVILLE 13.6 E
#DDEFFF	0.655694574743186	0.174266827805534	KINGSVILLE 6.5 SSE
#73BFFF	0.692181780260054	0.176327781311946	PADRE ISLAND NATIONAL SEASHORE
#CBE7FF	0.539723568709596	0.186233391840789	LAREDO 2
#E1F1FF	0.571301032584509	0.19504743015675	FREER 29.5 WSW
#FFFFFF	0.614664646353085	0.188563165369777	BENAVIDES 2
#A5D6FF	0.641768636179052	0.200309785750198	ALICE AIRPORT
#D2EAFF	0.660105724850273	0.194770464072884	DRISCOLL 0.6 W
#CBE7FF	0.685146099712485	0.193752206411613	CORPUS CHRISTI BOTANICAL GARDENS
#BEE1FF	0.697167695608724	0.188041817447206	CORPUS CHRISTI 9.0 SSE
#C6E5FF	0.529966409367545	0.213457528672527	LAS TIENDAS RANCH
#85C7FF	0.547590235148609	0.219567074640152	ENCINAL
#FFFFFF	0.600717933141664	0.210989272101606	FREER
#C4E4FF	0.638957133912997	0.220723815343356	ORANGE GROVE 8.1 WNW
#BEE1FF	0.651138002105096	0.213913708104776	ORANGE GROVE 4.5 SE
#C2E3FF	0.680139409716528	0.20579208499848	CORPUS CHRISTI 4.8 W
#EAF5FF	0.703386240029705	0.219176063698224	ARANSAS PASS 6.1 NNW
#96CFFF	0.553344812446867	0.244469584004192	ARTESIA WELLS 1.1 W
#DFF0FF	0.569535187565188	0.240543182462332	ARTESIA WELLS 14.0 SE
#D7EDFF	0.607871336690521	0.234181108594711	LOMA ALTA
#D5EBFF	0.637066641009958	0.235060883214049	GEORGE WEST 11.3 S
#C9E6FF	0.660091875085417	0.243809753039688	BEEVILLE 9.0 S
#B7DEFF	0.683795747638887	0.230653864056069	WELDER W LIFE FOUND
#D9EDFF	0.693359010272934	0.247565087294456	REFUGIO 1.0 NNW
#E1F1FF	0.72642532387002	0.231403301694765	MATAGORDA ISLAND
#B3DCFF	0.490113710990325	0.260069291374861	EL INDIO
#C3E4FF	0.513755259601937	0.261266762384516	CARRIZO SPRINGS 3 W
#B2DCFF	0.559113239509981	0.258603000342632	COTULLA LA SALLE CO AIRPORT
#D5EBFF	0.569687534978619	0.257878000887807	LOS ANGELES 4 WSW
#C6E5FF	0.588370867771277	0.265046534823153	TILDEN 16.0 NNW
#D7ECFF	0.618971923223742	0.259344291920037	CALLIHAM
#C8E6FF	0.635307720873067	0.268679678158568	THREE RIVERS 8.6 NNE
#C2E3FF	0.659080842250825	0.26485917541348	NORMANNA 0.5 ENE
#C9E6FF	0.687902202919111	0.274316752571363	GOLIAD 2.4 SE
#E6F3FF	0.723883892018684	0.253079970787898	AUSTWELL
#FFFFFF	0.737726731993673	0.25706339475879	SEADRIFT 4.9 ENE
#FFFFFF	0.499060659088217	0.291268706116201	PESCADO
#F5FAFF	0.510230494445724	0.287163091225957	YOUNDBLOOD
#C6E5FF	0.568018638313301	0.293810277238732	PEARSALL
#98D0FF	0.60337016311186	0.289142584119467	JOURDANTON 6.0 SSW
#B5DDFF	0.605565350841761	0.296359994422555	JOURDANTON 0.6 NW
#FFFFFF	0.637634481369113	0.286495114200163	KARNES CITY 12.6 WSW
#E1F1FF	0.663332720062052	0.288987808954954	RUNGE
#B5DDFF	0.678712883936214	0.278650457177732	GOLIAD 6.5 WNW
#D2EAFF	0.700103845758497	0.289997920554934	VICTORIA 12.1 W
#C8E6FF	0.718170864014998	0.290144549658158	VICTORIA AIRPORT
#EEF7FF	0.738446919766258	0.295520950109668	EDNA 4.6 SSE
#E1F1FF	0.764415228873917	0.280434444600278	PALACIOS AIRPORT
#9FD3FF	0.783825674321589	0.27708641341002	MATAGORDA 2
#E1F1FF	0.26157181619564	0.313808857706092	CASTOLON
#D0E9FF	0.299852566261544	0.317955202902787	RIO GRANDE VILLAGE
#B4DDFF	0.514080729076086	0.30148386697407	LA PRYOR
#F0F8FF	0.547292465204175	0.306933581977191	PEARSALL 21.1 WNW
#B5DDFF	0.58078812151184	0.314265037138342	DEVINE 0.4 S
#B0DBFF	0.598121102230899	0.306754368628808	POTEET 4.9 W
#C8E6FF	0.617316876323281	0.307169817754606	PLEASANTON 9.1 NE
#DAEEFF	0.632634716255585	0.313149026741589	FLORESVILLE 0.7 S
#DDEFFF	0.656615584106204	0.313971778931895	GILLETT 1.6 WNW
#B9DFFF	0.686399503432082	0.313132734619008	CUERO 6.0 WNW
#DBEEFF	0.695284127588115	0.309059703973925	CUERO 2.5 ESE
#E4F3FF	0.728558187658062	0.307927401454592	EDNA 7 NW
#D3EBFF	0.744810886718243	0.30637964980946	GANADO 1.5 W
#C7E5FF	0.763958186633623	0.313181610986749	EL CAMPO 4.9 SSE
#EFF7FF	0.783707951320301	0.301206900890204	BAY CITY WATERWORKS
#BEE1FF	0.807924265173497	0.314085823789958	WEST COLUMBIA 1 ESE
#ABD8FF	0.819239523062007	0.311796780567421	ANGLETON LAKE JACKSON BRAZORIA CO AIRPORT
#9ED2FF	0.230873812389173	0.338475131292717	BIG BEND RANCH SP
#DCEFFF	0.244778976306021	0.324806040447817	LAJITAS
#F1F9FF	0.263898576691687	0.337945637308857	TERLINGUA 11.1 NE
#DFF0FF	0.282748106662633	0.331233282805759	PANTHER JUNCTION 2 N
#C1E3FF	0.438945754724594	0.338874288295935	DEL RIO 5.7 NW
#ADD9FF	0.440794698333058	0.333677101192809	DEL RIO AIRPORT
#C9E6FF	0.476284720780192	0.328659127438066	BRACKETTVILLE
#F5FAFF	0.528699155883091	0.328479914089683	KNIPPA 1.8 NW
#D4EBFF	0.556149389830494	0.332194518037999	D HANIS 2.4 NNE
#C1E2FF	0.57252673677439	0.335795077128252	HONDO 8.7 ENE
