fill	x	y	tooltip
#C3E4FF	0.683816522286173	0.0464934872937747	BROWNSVILLE 6.4 SE
#C1E2FF	0.693234362389218	0.054637536021213	BROWNSVILLE 12.6 E
#C4E4FF	0.61710912985042	0.0749422271416637	MISSION 4.3 WSW
#C8E6FF	0.633998918094041	0.0662438714327768	SANTA ANA NWR
#BBE0FF	0.65980103002341	0.0745243649556486	HARLINGEN 4.7 WSW
#C2E3FF	0.679772390947808	0.0656639810521844	LOS FRESNOS 0.3 NE
#CDE8FF	0.692458775557202	0.0680176537734126	LAGUNA VISTA 0.3 N TX 
#BEE1FF	0.583128731772744	0.0908636292088124	RIO GRANDE CITY 2.8 W
#BEE1FF	0.587269811465112	0.0912303245965401	RIO GRANDE CITY
#C4E4FF	0.611700796673597	0.0938824703077793	LA JOYA 11.1 N
#CCE7FF	0.632572392313727	0.0845104184214394	EDINBURG
#B6DEFF	0.657855138060943	0.0976347021822011	RAYMONDVILLE 2.0 SSW
#DCEFFF	0.564729319159664	0.106682697679386	FALCON DAM
#C3E4FF	0.635148448577206	0.107271115859693	SAN MANUEL
#BFE2FF	0.658485302361956	0.119372063654704	RAYMONDVILLE
#ABD8FF	0.683200207750018	0.106657114280243	PORT MANSFIELD
#C8E6FF	0.575559835278165	0.146643967141979	ESCOBAS
#B5DDFF	0.635148448577206	0.155905157632029	FALFURRIAS
#DCEFFF	0.54093542313462	0.175263262984159	EL CENIZO 2.5 NNE JUAREZ LINC
#FFFFFF	0.549231432284213	0.171306363916587	EL CENIZO 8.8 E
#CCE7FF	0.59656300368444	0.171604836906598	HEBBRONVILLE
#CFE9FF	0.611278378845446	0.173387147046948	HEBBRONVILLE 13.6 E
#BCE0FF	0.632918636435162	0.163597232974593	FALFURRIAS 0.5 WNW
#B1DBFF	0.655694574743186	0.180303192615485	KINGSVILLE 6.5 SSE
#FFFFFF	0.692181780260054	0.182460725943278	PADRE ISLAND NATIONAL SEASHORE
#DFF0FF	0.539723568709596	0.192830530396225	LAREDO 2
#CCE7FF	0.571301032584509	0.202057609687417	FREER 29.5 WSW
#C1E2FF	0.614664646353085	0.195269481114599	BENAVIDES 2
#CBE7FF	0.631879904070855	0.194476395741142	ALICE 13.1 SSW
#BBE0FF	0.657965936179802	0.194348478745423	BISHOP 0.4 ENE
#AEDAFF	0.685146099712485	0.200701689532796	CORPUS CHRISTI BOTANICAL GARDENS
#A8D7FF	0.697167695608724	0.194723701932865	CORPUS CHRISTI 9.0 SSE
#CCE7FF	0.529966409367545	0.221330437042402	LAS TIENDAS RANCH
#B2DCFF	0.547590235148609	0.227726286828348	ENCINAL
#CAE7FF	0.600717933141664	0.218746513728879	FREER
