fill	x	y	tooltip
#B9DFFF	0.683816522286173	0.0464934872937747	BROWNSVILLE 6.4 SE
#8CCBFF	0.693234362389218	0.054637536021213	BROWNSVILLE 12.6 E
#ECF6FF	0.623528495861832	0.0780548740374909	MISSION 1.9 ENE
#DEF0FF	0.633998918094041	0.0662438714327768	SANTA ANA NWR
#BBE0FF	0.65980103002341	0.0745243649556486	HARLINGEN 4.7 WSW
#A7D7FF	0.679772390947808	0.0656639810521844	LOS FRESNOS 0.3 NE
#D9EDFF	0.692458775557202	0.0680176537734126	LAGUNA VISTA 0.3 N TX 
#FFFFFF	0.583128731772744	0.0908636292088124	RIO GRANDE CITY 2.8 W
#E4F3FF	0.587269811465112	0.0912303245965401	RIO GRANDE CITY
#F3F9FF	0.611700796673597	0.0938824703077793	LA JOYA 11.1 N
#E3F2FF	0.632572392313727	0.0845104184214394	EDINBURG
#BFE2FF	0.652384480942263	0.0817388835141958	SANTA ROSA 3 WNW
#BBE0FF	0.679592344004661	0.0875718985189789	RIO HONDO 9.4 NE
#C3E3FF	0.564729319159664	0.106682697679386	FALCON DAM
#FFFFFF	0.635148448577206	0.107271115859693	SAN MANUEL
#B2DCFF	0.658485302361956	0.119372063654704	RAYMONDVILLE
#D7EDFF	0.683200207750018	0.106657114280243	PORT MANSFIELD
#FFFFFF	0.575559835278165	0.146643967141979	ESCOBAS
#C4E4FF	0.635148448577206	0.155905157632029	FALFURRIAS
#FFFFFF	0.549231432284213	0.171306363916587	EL CENIZO 8.8 E
#E6F3FF	0.611278378845446	0.173387147046948	HEBBRONVILLE 13.6 E
#A7D7FF	0.655694574743186	0.180303192615485	KINGSVILLE 6.5 SSE
#F3F9FF	0.692181780260054	0.182460725943278	PADRE ISLAND NATIONAL SEASHORE
#FFFFFF	0.536704319970679	0.199405463976178	LAREDO 8.4 NNW
#DDEFFF	0.571301032584509	0.202057609687417	FREER 29.5 WSW
#FFFFFF	0.614664646353085	0.195269481114599	BENAVIDES 2
#C9E6FF	0.631879904070855	0.194476395741142	ALICE 13.1 SSW
#A6D6FF	0.653887180429293	0.189658188902396	KINGSVILLE
#AFDAFF	0.685146099712485	0.200701689532796	CORPUS CHRISTI BOTANICAL GARDENS
#CCE7FF	0.697167695608724	0.194723701932865	CORPUS CHRISTI 9.0 SSE
#DDEFFF	0.529966409367545	0.221330437042402	LAS TIENDAS RANCH
#D8EDFF	0.600717933141664	0.218746513728879	FREER
#ECF6FF	0.638957133912997	0.228937234387821	ORANGE GROVE 8.1 WNW
#DDEFFF	0.651138002105096	0.221807993826419	ORANGE GROVE 4.5 SE
#C4E4FF	0.680139409716528	0.213305777510968	CORPUS CHRISTI 4.8 W
#C0E2FF	0.703386240029705	0.227316952442047	ARANSAS PASS 6.1 NNW
#FFFFFF	0.553344812446867	0.253795770555865	ARTESIA WELLS 1.1 W
#D7ECFF	0.569535187565188	0.24968537109343	ARTESIA WELLS 14.0 SE
#D4EBFF	0.607871336690521	0.243025159516331	LOMA ALTA
#EAF5FF	0.637066641009958	0.243946161885508	GEORGE WEST 11.3 S
#E9F5FF	0.660091875085417	0.253105018778983	BEEVILLE 9.0 S
#CBE7FF	0.690942226305315	0.245540860432137	WOODSBORO 3.6 S
#FFFFFF	0.72642532387002	0.240117179813655	MATAGORDA ISLAND
#C8E6FF	0.490113710990325	0.270126507009314	EL INDIO
#E2F2FF	0.513755259601937	0.27138009356736	CARRIZO SPRINGS 3 W
#E7F4FF	0.559113239509981	0.268591503060687	COTULLA LA SALLE CO AIRPORT
#FFFFFF	0.581155140280561	0.277972082746742	DILLEY 17.9 ESE
#DAEEFF	0.588370867771277	0.275336992634932	TILDEN 16.0 NNW
#CAE7FF	0.618971923223742	0.269367532834715	CALLIHAM
#D3EBFF	0.635307720873067	0.279140391307641	THREE RIVERS 8.6 NNE
#D5ECFF	0.659080842250825	0.275140853241496	NORMANNA 0.5 ENE
#CEE9FF	0.687902202919111	0.285041628710141	GOLIAD 2.4 SE
#E6F3FF	0.723883892018684	0.262809654854192	AUSTWELL
#EFF7FF	0.737726731993673	0.266979748914629	SEADRIFT 4.9 ENE
#FFFFFF	0.499060659088217	0.302787979916213	PESCADO
#F5FAFF	0.510230494445724	0.298489968860057	YOUNDBLOOD
#D7EDFF	0.60337016311186	0.300562224190704	JOURDANTON 6.0 SSW
#C5E4FF	0.605565350841761	0.308117854737835	JOURDANTON 0.6 NW
#FFFFFF	0.637634481369113	0.29779068928346	KARNES CITY 12.6 WSW
#BCE0FF	0.663332720062052	0.300400195996126	RUNGE
#B6DEFF	0.678712883936214	0.289578418158305	GOLIAD 6.5 WNW
