x	y	label	showSelected
0.476958525345622	0.9325446442951	BROWNSVILLE	US1TXCMR008
0.476958525345622	0.9325446442951	SANTA ANA NWR	USR0000TLRG
0.476958525345622	0.9325446442951	BROWNSVILLE	US1TXCMR061
0.476958525345622	0.9325446442951	BROWNSVILLE S PADRE ISLAND AIRPORT	USW00012919
0.476958525345622	0.9325446442951	BROWNSVILLE	US1TXCMR094
0.476958525345622	0.9325446442951	MCALLEN	US1TXHDL021
0.476958525345622	0.9325446442951	WESLACO	USC00419588
0.476958525345622	0.9325446442951	HARLINGEN	US1TXCMR012
0.476958525345622	0.9325446442951	HARLINGEN RIO GRANDE VALLEY AIRPORT	USW00012904
0.476958525345622	0.9325446442951	LAGUNA ATASCOSA	USR0000TLAG
0.476958525345622	0.9325446442951	LAGUNA VISTA TX 	US1TXCMR058
0.476958525345622	0.9325446442951	RIO GRANDE CITY	USC00417622
0.476958525345622	0.9325446442951	LA JOYA	US1TXHDL005
0.476958525345622	0.9325446442951	FALCON DAM	USC00413060
0.476958525345622	0.9325446442951	RIO GRANDE CITY	US1TXST0002
0.476958525345622	0.9325446442951	EDINBURG	USW00012987
0.476958525345622	0.9325446442951	PORT MANSFIELD	USC00417184
0.476958525345622	0.9325446442951	RAYMONDVILLE	USC00417458
0.476958525345622	0.9325446442951	ESCOBAS	USC00412950
0.476958525345622	0.9325446442951	FALFURRIAS	US1TXBRK003
0.476958525345622	0.9325446442951	SARITA 7 E	USC00418081
0.476958525345622	0.9325446442951	EL CENIZO	US1TXWB0009
0.476958525345622	0.9325446442951	HEBBRONVILLE	US1TXDV0001
0.476958525345622	0.9325446442951	KINGSVILLE	US1TXKL0002
0.476958525345622	0.9325446442951	PADRE ISLAND NATIONAL SEASHORE	USC00416739
0.476958525345622	0.9325446442951	LAREDO	US1TXWB0022
0.476958525345622	0.9325446442951	FREER	US1TXWB0023
0.476958525345622	0.9325446442951	KINGSVILLE	USC00414810
0.476958525345622	0.9325446442951	CORPUS CHRISTI	US1TXNU0040
0.476958525345622	0.9325446442951	CORPUS CHRISTI	US1TXNU0007
0.476958525345622	0.9325446442951	FREER	USC00413341
0.476958525345622	0.9325446442951	ALICE AIRPORT	USW00012932
0.476958525345622	0.9325446442951	ROBSTOWN	USC00417677
0.476958525345622	0.9325446442951	LAS TIENDAS RANCH	US1TXWB0004
0.476958525345622	0.9325446442951	ORANGE GROVE	US1TXJW0006
0.476958525345622	0.9325446442951	MATHIS 4 SSW	USC00415661
0.476958525345622	0.9325446442951	SINTON 3 NW	USC00418354
0.476958525345622	0.9325446442951	ARANSAS PASS	US1TXAR0008
0.476958525345622	0.9325446442951	ROCKPORT	US1TXAR0005
0.476958525345622	0.9325446442951	ARTESIA WELLS	US1TXLS0004
0.476958525345622	0.9325446442951	ARTESIA WELLS	US1TXLS0006
0.476958525345622	0.9325446442951	LOMA ALTA	USC00415303
0.476958525345622	0.9325446442951	GEORGE WEST	US1TXLO0016
0.476958525345622	0.9325446442951	BEEVILLE	US1TXBEE018
0.476958525345622	0.9325446442951	MATAGORDA ISLAND	USR0000TMAT
0.476958525345622	0.9325446442951	EL INDIO	USC00412824
0.476958525345622	0.9325446442951	CARRIZO SPRINGS 3 W	USC00411486
0.476958525345622	0.9325446442951	COTULLA	US1TXLS0005
0.476958525345622	0.9325446442951	CALLIHAM	USC00411337
0.476958525345622	0.9325446442951	GEORGE WEST	US1TXLO0009
0.476958525345622	0.9325446442951	GEORGE WEST	US1TXLO0012
0.476958525345622	0.9325446442951	BEEVILLE 5 NE	USC00410639
0.476958525345622	0.9325446442951	BEEVILLE	US1TXBEE010
0.476958525345622	0.9325446442951	REFUGIO	US1TXRF0008
0.476958525345622	0.9325446442951	AUSTWELL	USC00410436
0.476958525345622	0.9325446442951	SEADRIFT	US1TXCLH015
0.476958525345622	0.9325446442951	SEADRIFT	US1TXCLH001
0.476958525345622	0.9325446442951	CARRIZO SPRINGS	US1TXDM0002
0.476958525345622	0.9325446442951	COTULLA	US1TXLS0009
0.476958525345622	0.9325446442951	DILLEY	US1TXLS0003
0.476958525345622	0.9325446442951	TILDEN	US1TXMCM004
0.476958525345622	0.9325446442951	CROSS	USC00412125
0.476958525345622	0.9325446442951	THREE RIVERS 8 NE	USC00419007
0.476958525345622	0.9325446442951	NORMANNA	US1TXBEE017
0.476958525345622	0.9325446442951	GOLIAD	US1TXGD0003
0.476958525345622	0.9325446442951	VICTORIA	US1TXVC0021
0.476958525345622	0.9325446442951	MATAGORDA 2	USC00415659
0.476958525345622	0.9325446442951	SOUTH FLOWING WELLS	US1TXZV0012
0.476958525345622	0.9325446442951	PALOMO LODGE	US1TXZV0003
0.476958525345622	0.9325446442951	KARNES CITY	US1TXKS0003
0.476958525345622	0.9325446442951	RUNGE	USC00417836
0.476958525345622	0.9325446442951	GOLIAD	US1TXGD0004
0.476958525345622	0.9325446442951	GOLIAD	US1TXGD0012
0.476958525345622	0.9325446442951	VICTORIA	US1TXVC0022
0.476958525345622	0.9325446442951	VICTORIA	US1TXVC0039
0.476958525345622	0.9325446442951	VICTORIA	US1TXVC0020
0.476958525345622	0.9325446442951	INEZ	US1TXVC0009
0.476958525345622	0.9325446442951	PALACIOS AIRPORT	USW00012935
0.476958525345622	0.9325446442951	TRIANGLE	US1TXZV0013
0.476958525345622	0.9325446442951	PEARSALL	US1TXFR0010
0.476958525345622	0.9325446442951	PEARSALL	US1TXFR0002
0.476958525345622	0.9325446442951	JOURDANTON	US1TXAT0021
0.476958525345622	0.9325446442951	PLEASANTON	US1TXAT0025
0.476958525345622	0.9325446442951	FALLS CITY 7 WSW	USC00413065
0.476958525345622	0.9325446442951	YORKTOWN	US1TXDW0008
0.476958525345622	0.9325446442951	CUERO	US1TXDW0012
0.476958525345622	0.9325446442951	EDNA 7 NW	USC00412770
0.476958525345622	0.9325446442951	GANADO	US1TXJK0005
0.476958525345622	0.9325446442951	DANEVANG 1 W	USC00412266
0.476958525345622	0.9325446442951	BAY CITY WATERWORKS	USC00410569
