"set",".sample","x","y","group"
3,"1",-1.65021387070081,-1.37751809000861,1
3,"1",-1.59911331070656,-1.60455615652089,1
3,"1",1.49426948601602,0.269542484269128,2
3,"1",-1.81140648803897,-1.36208511977694,1
3,"1",-1.35322794014601,-1.78306279575015,1
3,"1",-0.129799079237195,0.746581822899181,2
3,"1",-1.21809968033494,-0.923577144090227,1
3,"1",-1.13818664880369,-1.41499565196511,1
3,"1",-1.06059995633373,-0.476165823941907,1
3,"1",-0.998122622794338,-0.856139445553067,1
3,"1",-0.934585406843583,-0.810404598516007,1
3,"1",-1.50946168639969,-1.65539823414682,1
3,"1",-0.793817071013857,-0.714667922978892,1
3,"1",-0.351060530170144,0.900804303380103,2
3,"1",1.09301290371729,-0.0686586899774005,2
3,"1",-0.548156072238311,-0.334842133897315,1
3,"1",-0.497461395747483,-0.54899587276947,1
3,"1",-1.09756136858336,-1.49315315163859,1
3,"1",-1.08513922438882,-1.32219183062207,1
3,"1",0.950373967807297,0.106147161483724,2
3,"1",0.0787927880957849,0.665176910430431,2
3,"1",-0.137581576397434,0.192040412336573,2
3,"1",-0.0634058433812901,-1.38328712889603,1
3,"1",0.0291515316546071,-0.263949603457365,1
3,"1",-0.442401332016791,0.745124910768286,2
3,"1",1.24251698498547,0.414450956195091,2
3,"1",0.252797895247877,0.7791032959054,2
3,"1",-0.119582944035166,1.12438433211063,2
3,"1",0.383574078125437,-0.619535011514249,1
3,"1",-0.214331068666791,0.903821849225328,2
3,"1",0.537513770101135,1.10969047589587,2
3,"1",0.604245607030746,1.09577873378497,2
3,"1",0.685508329640024,0.646490932366586,2
3,"1",1.16739148836171,-0.0991737129650395,2
3,"1",0.833682398636673,0.371802629644848,2
3,"1",0.905073637984732,0.379752321452053,2
3,"1",0.986193890927318,1.64607215090263,3
3,"1",-0.486671740252383,0.436770357709559,2
3,"1",1.11988745507053,0.83930466667238,2
3,"1",1.1835027769087,1.07031620947464,2
3,"1",1.22146528202251,0.0457690630851956,2
3,"1",1.34086266143227,1.35146457999083,3
3,"1",0.209080030787875,0.959947485379892,2
3,"1",1.36615250955724,0.335980408605382,2
3,"1",1.55493738312011,1.97603966501744,3
3,"2",-1.70872219143632,-1.70188567911727,1
3,"2",-0.333277296610818,1.00636089952169,2
3,"2",-1.55582027039406,-1.80152637226131,1
3,"2",1.00751561806323,-0.10021956700081,2
3,"2",-1.39955011649393,-1.01601009072734,1
3,"2",-1.32869161035812,-0.813050467318462,1
3,"2",-1.25428513199696,-1.05055053802084,1
3,"2",-1.1761688177768,-0.723663239822301,1
3,"2",1.34473443505852,0.187559230074621,2
3,"2",-0.930126919085088,-1.30431020029141,1
3,"2",-0.947548585254918,-1.18741727776129,1
3,"2",-0.851660409692901,-1.67186189264736,1
3,"2",1.29113197701404,-0.295117689195173,2
3,"2",0.80997686909349,-0.495352994989432,2
3,"2",-0.622581046342154,-0.675483834923209,3
3,"2",-1.10069968006582,-0.8394422392672,1
3,"2",-0.460471579504864,-0.45133544206898,3
3,"2",-0.379032712139915,0.35520476674265,3
3,"2",-0.299002978212516,0.585367925272151,3
3,"2",1.21389207122437,-0.367945437798656,2
3,"2",-0.144715837585067,-0.468899374117137,3
3,"2",-0.0774043070940315,0.997930227364668,2
3,"2",-1.06100826102117,-0.807701139692868,1
3,"2",-0.0508977472149924,1.17800897112652,2
3,"2",0.1596443454251,0.152481690682032,3
3,"2",0.237447969922143,-0.111721133804266,3
3,"2",0.137043044847335,1.11650317775469,2
3,"2",1.48180955018236,-0.0889941507422206,2
3,"2",-0.0137339857431664,1.52779174368965,2
3,"2",-1.0017943620929,-0.87256266200301,1
3,"2",0.629046479536613,0.410435443492334,2
3,"2",0.703155493577972,1.37678995256284,2
3,"2",0.794089156823396,0.48778543926208,2
3,"2",0.870190682196322,0.874536302313258,2
3,"2",0.93116630736422,0.493092412048796,2
3,"2",1.00412472108405,1.83951873740307,2
3,"2",1.09210529899897,0.952510507801118,2
3,"2",-1.16361403846161,-1.12134272687802,1
3,"2",1.26157893793621,1.25766016151541,2
3,"2",1.33795612967231,1.08132686260852,2
3,"2",1.07900738349102,-0.440330272927378,2
3,"2",0.371982455648264,1.5517553131537,2
